Category;Title;Content
Cayma Bedeli;Turkcell Sinyal Ve İnternet Bağlantı Sorunu;Turkcell sinyal ve internet bağlantı sorunu çözüm yok! Hatay Kırıkhan' da yaşıyorum depremden beri Turkcell'de bu sorunu yaşıyoruz, resimde attığım gibi süresiz çözümü olmayan mesaj atmışlar. Arama yapamıyorum arayan ulaşamıyor ve de internete giremiyorum ve buna rağmen hattımı değiştirmek istediğimde cayma bedeli çıkarıyorlar! Hem mağdur olan biziz hem de üstüne para ödeyeceğiz yok öyle bir şey! Cayma bedelini iptal edeceksiniz! Her yoldan sizi şikayet edeceğim bu sorunu çözün bir an önce...
Cayma Bedeli;Turkcell Operatörün Keyfi Hattı İptali Ve Yüksek Cayma Bedeli Şikayeti;Haberim ve onayım olmaksızın Turkcell faturalı hattım iptal edilmiş ve 2100 TL cayma bedeli otomatik ödeme yoluyla benden habersiz tahsil edilmiş. Bu durum kabul edilemez. Büyük bir GSM operatörünün böyle bir işlem yapması anlaşılır değil. İptal talebim de kayıtlı değil, bu durumu ispat edemiyorlar. Çünkü işlemi kendileri başlatmış. Her türlü yetkili merciye şikayet edeceğim.
Cayma Bedeli;Turkcell Mobil İnternet Hizmetinden Memnuniyetsizlik Ve İptal Sürecinde Yaşanan Sorunlar;"Birkaç ay önce Turkcell'den yeni bir hat aldım, Wi-Fi cihazım için ancak aylık 240 lira ödememe rağmen hiçbir şekilde internetimi kullanamıyorum. Ne oyun oynayabiliyorum ne ödevlerimi yapabiliyorum ne de YouTube'dan video izleyebiliyorum. Bununla ilgili müşteri hizmetlerine 5 defa bağlandım ve her seferinde kısa süreliğine yardımcı oldular. Daha sonrasında ise sorun aynı şekilde devam etti. Cayma bedeli çıkarıyorlar ve iptal edemiyorum. Boşuna para ödüyorum. Hayatımda gördüğüm en kötü hizmet Turkcell'de yaşadım ve kesinlikle Turkcell'den hat almanızı önermiyorum; pişman olursunuz. Müşteri hizmetleri nazik bir şekilde yardımcı oluyor fakat onların da elinden bir şey gelmiyor. Kısa süreli çözüm buluyorlar ama sonra yine aynı sorunu yaşıyorum. Cayma bedeli ödemeden iptal edilmesini talep ediyorum ancak ay geçtikçe cayma bedeli artıyor ve internetim daha da kötüye gidiyor. Bir hafta sonra final sınavlarım var fakat ders videolarını izleyemiyorum. Hem mağdurum hem boşuna para ödüyorum."
Cayma Bedeli;Turkcell Telefon Çekmeme Sorunu;Yeni Turkcell faturalı hat kullanıcısıyım. 2023 Kasım ayında geçiş yaptım ve geçtiğim günden beri internet kullanmakta sıkıntı yaşıyorum. İki kez müşteri hizmetlerine ulaşıp sorunumu beyan ettim. İkinci konuşmamda, evde Wi-Fi varsa onu açtığımda internetimin çekeceği söylendi. Ben zaten Wi-Fi için ekstra ödeme yapıyorum. Peki Turkcell'den aldığım 70 GB interneti ben kullanamayacaksam, neden ayda 250 lira daha ödemek zorundayım? Şehir merkezinde oturuyorum ve şehir merkezinde bile zorlukla çeken bu hattı nasıl kullanabilirim? Bunun çözümünü istiyorum. Eğer çözümlenmeyecekse, cayma bedeli alınmaksızın başka bir hatta geçmek istiyorum.
Cayma Bedeli;Turkcell Sözleşme Cayma Bedeli Almayacağız Diyerek Sözleşmemi Ettirdi;"İki hafta önce annemin adına olan hattı kendi adıma aldım ve bayiniz bana 16-25 yaş arası öğrencilerin sözleşme iptal ücreti ödemeyeceğini söyledi. Bu bilgiye güvenerek sözleşmeye imza attım. İki gündür bayi ve müşteri hizmetleri ile görüşmekteyim; ancak ikisi de 'biz bir şey yapamayız' diyerek beni oyalıyorlar. Markanızın güvenilirliğini kullanarak insanların iyi niyetini suistimal etmeniz doğru değil. Faturamdaki 900 TL'lik 'internet iptal ücretinin' derhal kaldırılmasını talep ediyorum. Eğer beni oyalamaya devam ederseniz, hakkınızda yasal işlem başlatacağım."
Cayma Bedeli;Hem Hizmet Yok. Hem Cayma Bedeli İle Haksız Kazanç Var. Turkcell Farkı;"Turkcell üzerinden kızım için akıllı saatine hat aldım. İstanbul Beylikdüzü bölgesinde oturuyorum. Bölgemde hiçbir şekilde hat çekmiyor. Bunu başka hatlardan kontrol ederek de denedim ancak Turkcell hariç diğer hatlarda böyle bir sorun yaşanmadı. Neyse gelelim sorununun çözümüne 3 ay önce aldığım hattı hiçbir şekilde kullanamadığımı ve hattı iptal etmek istediğimi iletim. 780,00 TL cayma bedeli istediler. Almadığım bir hizmet için ve mağduriyetten dolayı özür dileyeceklerine iptal işlemini ancak cayma bedeli ile yapabileceklerini ilettiler. Cayma bedelini ödemeyeceğimi sözleşmede bana hizmet vermeniz şartı ile sözleşmenin geçerli olacağını alamadığım hizmet için haklı fesih sebebi olduğunu ilettim. Kapsama alanı kontrol için teknik servis göndereceklerini ve 3 gün içerisinde çözülmez ise yani çekmiyor ise dilekçe ile kanıt göstererek iptal edileceğini söylediler. Bunun üzerine teknik servis kontrol ve takip işlemi açıldı. 3 gün sonra görseldeki gibi ( Kapsama alanı/sinyal alma sorunu yaşadığınız bölgeyi inceledik. Su an olumlu cevap veremiyoruz. Talebiniz önümüzdeki dönem planlarımız dahilinde değerlendirilecektir :) Şeklinde bir mesaj gönderdiler. Yani özetle ; Turkcell burada çekmiyor bir çözümümüzde yok siz cayma bedelini ödeyin çıkın deniliyor. Bu yazı ile tekrar müşteri hizmetleri arandığında. Bu yazıyı okuyan herkes için söylüyorum. Konuyu dava konusu olarak Tüketici Hakem Heyeti'ne de taşıdım. Hiçbir hizmet alamadan, bu kadar kolay para kazanmalarına ve biz her halükarda paramızı alırız mantığında çalışan bir firma için Turkcell pişmanlıktır diyorum. Bu kadar kanunsuzluk da ancak ülkemizde ve bizim Türk firmalarında olur. Bravo..."
Cayma Bedeli;Turkcell Hatta Geçiş Yaptım Pişman Oldum;İnternet çok çabuk bitiyor. Ayrıca paketler aşırı pahalı cayma bedeli olmasa geri eski hattıma geçiş yapacağım. Ona yüksek miktar ödüyordum ama karşılığını alıyordum ki zaten o çok pahalı diye buna geçtim daha kotu oldu. Ve her hafta aynı saçma hediyeler.
Cayma Bedeli;Turkcell Yetkilisi İlgilenebilir Mi;Turkcell taahhütlü hat kullanıcısıydım. Başka bir ile görevim çıktı ve bu görevlendirdiğim yerde hat çekmiyordu. Bundan dolayı mecburen hat operatörümü değiştirdim. Bana 800 küsür cayma bedeli çıkıyor. Bu benden kaynaklı bir durum değil. 2 defa Turkcell'e bildirdim ancak olumlu bir dönüş alamadım.
Cayma Bedeli;Turkcell'le Bağlanama Hayata;"96.800 bilmem kaçıncı şikayetin de benden olsun Turkcell...
Ben bir medya şirketinde grafik tasarım uzmanı olarak çalışıyorum. Basın sendikasına üye ve basın çalışanı olarak geçiyorum. Turkcell 'in basın tarifesine geçiş hakkım, resmi gazetenin verdiği unvanlar arasında bulunuyor. Kaldı ki benimle aynı unvanda bulunan şirketimizde çalışan masa arkadaşlarım vs de bu basın tarifesinden yararlanıyor.
Ben bu tarifeye geçebilmek için kırmızı markadan 1 ay cayma bedeli ödeyerek Turkcell'e e geçiş yaptım. Ancak basın tarifem unvan uyuşmazlığı nedeniyle reddedildi. Üzerine Turkcell 'e geçiş yaparken taahhütsüz paket seçmek durumundaydım. Hattımı taşıyan Turkcell bayiine taahhütsüz en düşün pakete geçirirsiniz dediğim halde taahhütsüz en yüksek paketle beni Turkcell' e geçirmiş.
Hem basın tarifesinden oldum hem cayma bedeli ödedim hem de üzerine 500 küsur liralık saçma bir tarifenin içinde buldum kendimi. Bir şeyin düzeltilmesini istemiyorum çünkü başka bir operatöre geçiş yaptım. Sadece böyle saçma olaylar yaşadığım bir operatörden uzak kalmak gerektiğini dile getirmek istedim."
Cayma Bedeli;Turkcell Ögrenci Kampanyasının Fazla Ücret Olması;Turkcell Şirketi Sundukları ögrenci 12GB lik kampanyası 290 TL tutarındaydı. Kabul ettim fakat aralık ayında gelen mesaj'da eski kampanyada ödediğim 151 TL tutarındaki Mega 21 GB kampanyanın 10 Ocak'ta biteceğini ve kampanyasız yeni ücretlendirme fiyatı üzerinden 320 TL olacağı yazıyordu. Bu mesajı okuduktan sonra bugün geçmiş olduğum 12 GB'lik kampanya fiyatı bana fazla gelmiştir. Henüz 1 gün bile dolmayan bu kampanyadan vazgeçmek istediğimi söyledim. Cayma bedeli olarak 800 küsur bir bedel ödemem gerektiğini söylediler. Tüketici hakkımı kullanarak bu kampanyadan cayma bedeli ödemeden çıkmak neden mümkün olmadığını öğrenmek istiyorum Turkcell yetkilileri
Cayma Bedeli;Turkcell Engelli Tarifesine Geçiş Ve İptal Sürecinde Yaşanan Sorunlar;Turkcell'den faturalı hat talep ettim, hattım bugün evime geldi. Kurye tarafından teslim edildi. Ancak daha önce müşteri hizmetlerine engelli olduğumu ve engelli tarifesinden yararlanmak istediğimi belirtmiştim, müşteri hizmetleri de hattın geldiğinde, hattı getiren kişiye engelli kimliğimi ya da raporumu ve ayrıca nüfus kimliğimi vermem gerektiğini söylemişti. Hattı getiren görevliye engelli kimliğimi ve nüfus kimliğimi verdim, kaydımı yaptı. Hattınız 48 saat içinde açılacak dedi. Giderken 'Engelli tarifesinden yararlanacak mıyım?' diye sordum, 'Hayır, siz normal paketten yararlanacaksınız' dedi. 'Peki' dedim ve neden engelli tarifesinden yararlanamadığımı sordum. Bunun üzerine bağırdı, çağırdı ve hakaret etti. Hattı iptal etmemi talep ettim, müşteri hizmetlerini arayıp iptal edebileceğimi söylediler ve bu şahıs, ismi F**** soy ismini bilmiyorum, hattı bırakıp gitti. Turkcell müşteri hizmetlerini tekrar aradım, konuyu anlattım ve hattımı iptal etmelerini talep ettim. Yaşadığım bu mağduriyetten dolayı ve hakaretten ötürü hattımı iptal etmek istediğimi belirttim, hattımı iptal ettiler. Cayma bedeli olacağını söylediler. Hat yeni geldi, 15 dakika önce teslim edilmişti. Hattı açmadım, paketinde duruyor, kullanmadım. Müşteri hizmetlerini aradım, iptal ettirdim. Hakarete uğradığım ve ayrıca engelli tarifesinden yararlanamadığım için hattımı iptal ettirdim. Cayma bedeli çıkarsa savcılığa suç duyurusunda bulunacağım.
Cayma Bedeli;Turkcell 3 Saatte Gelen 175 TL Cayma Bedeli Şoku!;Telefon taahhüdüm bitti. Yeniledim sonra aynı gün 3 saat sonra iptal ettirdim, bir gün sonra mesaj geldi. Cayma bedeli 175 lira. Bu nasıl bir şey. Yaptığınız doğrumu bu mu. Bu Amacınız hizmetmi,. İlk fırsata herkese anlatacağım yaptığınızı. Bu nasıl bir şey anlamadım
Cayma Bedeli;Turkcell Şebeke Kapsama Alanı;7 aydır şebeke sorunu yaşıyorum. Kayıtlara 'çözüm yok' diye dönüş yapılıyor. Sözleşmemin tarafsız olarak cayma bedeli olmadan fesih hakkını kullanmak istiyorum. Ancak böyle bir işleyişlerinin olmadığını belirtiyorlar. Gereğinin yapılmasını talep ediyorum. 0552*****63 10 numaralı hattım ile ilgili.
Cayma Bedeli;Turkcell Cayma Bedelli Sıkıntısı;Turkcell bayisinden haberim olmadan faturalı hatta geçirildim. Ve çıkmak istediğim de Cayma bedeli yansıyacak dediler ve 20 gün için 655 lira istiyorlar ve bunu ödeme gücüm yok öğrenci olduğumdan dolayı lütfen yardımcı olun. İcralık olacaksınız deyip rahatsız ediyorlar.
Cayma Bedeli;Turkcell Cayma Bedeli İstiyor;"Bundan 1 hafta önce hattımı kurumsaldan bireysele geçirmek için müşteri temsilcisi beni aradı. Ben başta gerek olmadığını söyledim. Sonra beni şantaj yaparak geçmezseniz 330 lira ödeyeceksiniz dedi. Bende o dakika şantaja boyun eydim. 180 lira ödeyeceksiniz dedi.
Ben işlem yapılalı 1 hafta olmuş, pişman oldum. Zaten benim 2. Aya kadar sözleşmem vardı. Şimdi tekrar geçmek istiyorum cayma bedeli çıkarıyorlar. Turkcell kurumsaldan bireysele geçerken yok, ama geçeli 10 gün olmadığım bireyselden kurumsala geçmek için cayma bedeli istiyorlar."
Cayma Bedeli;Turkcell Faturalıdan Faturasıza Geçme!;Faturalı hatta bir saat önce taahhütlü paket aldım. Bir saat sonra faturasıza geçmek istedim, fakat 570 TL cayma bedeli istediler. 14 günlük cayma hakkımı yok saydılar ve bu sorunun derhal düzeltilmesini istiyorum. 85 TL'lik engelli indirimli hattımdan Paycell adında bir yerden 164 TL faturaya yansıtıldı. Aralık ayı bu bir yanıltma olayıdır. Turkcell ile ilgili yaşadığım bu sorunu Tüketici Mahkemesi'ne pazartesi günü başvurarak hakkımı arayacağım.
Cayma Bedeli;Turkcell Cayma Hakkımızı Elimizden Alıyor.;Turkcell müşteri temsilcisi henüz taahhüt sürem bitmeden aradı ve taahhüdünüz sonlanacak yeni yıldan önce yenileyelim indirimli olsun dedi kabul ettim. Daha sonra henüz eski internet sürem bitmeden arayıp iptalini istedim fakat bana 700 TL civarında cayma bedeli çıkardılar. Henüz kullanmaya başlamadığım internetin neden cayma bedeli oluyor ve ödüyorum? 14 günlük cayma hakkını asla göz önüne almıyorlar. 12 ay 3 günlük taahhüt var diyorlar. Eski taahhüdüm ile yeniyi nasıl birleştirebilirler? Tamamen hukuka ve Tüketici Hakları'na aykırı davranıyorlar.
Cayma Bedeli;Turkcell Onay Almadan Numara Taşıdı;Turkcell herhangi bir onay vermeden numaramı taşıma işlemi onayladı. Benim bundan bir mesajla haberim oldu ve arıyorum iptal edemiyorlar. Sözleşmeden cayma bedeli isteniyor yapmadığım bir işlemden dolayı. Yarın operatörüm değişecek bir çözüm istiyorum. Hatta yeni hattım evime gönderilmiş fakat onu da alamıyorum üniversite öğrencisiyim. Başka şehirde okuyorum.
Cayma Bedeli;Turkcell'den Ayrılık Sorunları;Turkcell'den Vodafone'a geçmek istiyorum. Cayma hakkı için 500 TL isteniyor. Peki, kullanıcı hakkı nerede? Turkcell'den memnun değilim. Biz hakkımızı nerede arayacağız? Zorla beni Turkcell'de tutuyorlar. Bu 500 TL nedir? Ben istediğim zaman Vodafone'a geçtim, bana cayma bedeli istemediler. Türk Telekom'a geçip ayrıldığımda cayma bedeli olarak sadece 30 TL istediler. Turkcell neden bu kadar yüksek bir tutar talep ediyor?
Cayma Bedeli;Erdemir Mobil Turkcell Instagram Telefon Çekilişi;Instagram da Erdemir. Turkcell isimli üyenin yapmış olduğu çekilişe katıldım. Katıldım yazarak DM ye gönderiniz yazıyordu. Ardından 1 adet iPhone 15 Pro max çekilişi kazandınız diye mesaj geldi ve kargo ve sigorta ücreti 398 TL ödemem gerektiğini söylediler. Ödeme yaptım. Ardından WhatsApp tan adres bilgilerim istendi yüksek meblağda ek bir ücret daha istendi. İstemediğimi gönderdiğim ücreti geri göndermeleri gerektiğini iletince haciz başlatacaklarını icraya vereceklerini cayma bedeli olarak yine yüksek meblağdan bahsettiler. Bu insanlara gerekli yaptırım yapılmalı.
Cayma Bedeli;Turkcell Evimde Çekmeyen Şebeke Ve Cayma Bedeli Sorunu;Turkcell operatöründen hizmet alıyorum. Kendi evimde telefonum çekmiyor. Müşteri temsilcisine talep açtığımda, ilerleyen dönemlerde yatırım yapacaklarını söylüyorlar. Turkcell, yatırım yapana kadar kendi evimde telefonumu kullanamayacağımı belirtiyor. Cayma bedelini iptal etmelerini istiyorum. Başka operatöre geçmek istediğimi ilettiğimde, cayma bedelini ödemem gerektiğini söylüyorlar. Hem çözüm sunmuyorlar hem de cayma bedelini ödememi talep ediyorlar. İstanbul'un merkezinde şebekelerinin olmaması ve insanları bu şekilde mağdur etmeleri kabul edilemez.
Cayma Bedeli;Turkcell Operatör Hizmetinden Memnuniyetsizlik Durumu;"Turkcell müşteri hizmetleri beni aradı ve tarifem hakkında bilgiler verdiler. Ardından standart sözleşmeyi okudular ve anlaşılmadan araya bir satış teklifi sıkıştırdılar; Lifebox adında bir hizmeti her ay faturaya eklemişler. İptal etmek istediğimde cayma bedeli talep ettiler. Kısacası, Turkcell ile ilgili olumsuz bir deneyim yaşadım ve hizmet kalitesine dair beklentilerim karşılanmadı. Amblemlerinden hoşlanmadığımı ve bu durumdan memnun olmadığımı ifade etmek istiyorum. Diğer operatörlerle karşılaştırdığımda, altyapı konusunda farklılıkların algıdan ibaret olduğunu düşünüyorum."
Cayma Bedeli;Turkcell Yenilemek İçin Aradığı Tarifeye Cayma Bedeli Çıkartıyor;Kurumsaldaki 5 hattımın tarifelerini yeniletmek amacıyla Turkcell tarafından arandım. İş yerime sorumlu beyefendi geldi. Hatları taşıyacağını ve cayma bedeli ödemeyeceğimi bunun için son faturalarımı ödememi gerektiğini söyledi. Faturaları incelediğimde ise cayma bedelleri çıkıyor. Sorumlu beyefendi de bunu her şartta ödemek zorunda olduğumu söylüyor. Turkcell tarafından aranıp hatlarımı yenilediğim için cayma bedeli ödemek istemiyorum. Kendimi kandırılmış hissediyorum.
Cayma Bedeli;Turkcell Mobil Operatörünün Yetkisiz Paket Satışı Ve Müşteri Mağduriyeti;"Adıma kayıtlı ancak 76 yaşındaki annemin kullandığı hattımdan, bilgim dışında Turkcell'in yaklaşık 1 yıldır fizy, BİP ve Lifebox üyelikleri gerçekleştirerek, tespit edebildiğim kadarıyla 1390.40 TL fazla tahsilat yaptığını fark ettim. Hattım otomatik ödemede olduğu için detaylara bakmamıştım ve sürekli internet limit aşımı olduğunu düşünmüştüm, bu nedenle fark etmem oldukça uzun zamanımı aldı. Üstelik geriye dönük tespit edemediğim bir dönem de var. Konu ile ilgili kendilerinden aldığım cevaplar ise birbirinden ilginçti; fizy hatalarını kabul edip geçmişe yönelik iade yaptı ancak BİP ile ilgili hiçbir itiraz kabul etmeyeceklerini, Lifebox için ise cayma bedeli yansıttıktan sonra iade yapacaklarını belirten akla sığmayan bir açıklama yaptılar. Yapılan savunma ise insana çıldırtacak türdendi; 76 yaşındaki annem güya bunları kabul etmiş. Telefon kayıtlarını istediğimde ise maalesef olumsuz yanıt alıyorum. Telefonda 'evet' tuşuna basmakta bile zorlanan yaşlı bir insanın kandırılması da cabası. Hat sahibi ile işlem yapmadıkları halde, itirazlarım karşısında aldığım cevaplar inanılmazdı. Sonuna kadar hakkımı her yolla arayacağımı bir kez daha belirtmek isterim. Acaba kaç müşteri bu şekilde mağdur ediliyor, düşününüz."
Cayma Bedeli;Turkcell'e Kazıklan Hayata;Başka bir operatöre geçmeden Turkcell müşteri hizmetlerini aradım. Cayma bedeli ne kadar diye sordum. 505 TL denildi. Ertesi gün hattımı taşıdım. Ve hemen mobil bankacılıktan bakayım bedel yansımış mi diye girdiğimde 750 TL bedel yansıttıklarını gördüm. Bir kere bu ne hız. Yemin ediyorum daha başka bir operatöre geçer geçmez bedel yansımış. Saniyesinde! Pes doğrusu. Keşke her işiniz böyle hızlı olsa. Ama hakka girerek insanları yanıltarak olmasa. Bana denilen ücret bir gün sonra nasıl 250 TL artabiliyor. Aklım almadı. Ne kadar yer varsa hepsine şikayet edeceğim...
Cayma Bedeli;Turkcell Müşteri Hizmetlerinin Yanlış Bilgi, Kelime Oyunu, Faydasızlık;Turkcell yeni taahhüdün hemen geçerli olması... 2 gün sonra bitecek 160 TL lik eski taahhüdümün yerine Müşteri hizmetlerinin araması ve bilgi vermesi sonucu Online işlemlerden yeni taahhüt verdim 300 TL ile... Eski taahhüdün bitişine 2 gün kalmasına rağmen yeni faturadan hesaplamışlar faturamı bilgisi verilmeden... Acilen fazla olan kısmın iade edilmesini ya da faturamın düzeltilmesini talep ediyorum... Ya da Müşteri memnuniyeti ilkeniz gereği cayma bedeli yansıtılmaksızın yeni taahhüdümün iptal edilerek 2 gün sonra başlatılmasını talep ediyorum...
Cayma Bedeli;Turkcell Haksız Ve Habersiz Yapılan Cayma;Sevgili Turkcell, ben yurt dışında olduğum süre boyunca ara ara hattımı açıp kullandım ve kullandığım dönemin ücretini ödedim. Ama bir gün öyle bir şey oldu ki 600 TL lik cayma bedeli faturasıyla karşılaştım. Müşteri hizmetlerini arayıp durumu öğrenmek istedim ve aldığım cevap hattımı kapattığım yönünde. Ve bunu da Ağustos ayında saat 00:00 dan sonra yapmışım. Benim böyle bir talebim ve işlemim olmamıştır. Bunca yıldır aynı numarayı kullanmaya devam ettim ve bir gece sıkılıp iptal mi etmek istemişim? Müşteri hizmetlerinde ki arkadaş bana yardımcı olamadı. Lütfen bu yanlış duruma ve mağduriyetimi giderecek bir sonuç bekliyorum
Cayma Bedeli;Turkcell Kurumsal Farkı Yaşayın;Turkcell'e farklı operatörden hat taşımak istedik. Şirket bir de 15 gün oldu. Ben sadece 532'yi arayarak ulaşabiliyorum, 'geri dönecekler' diyorlar ama dönen kimse yok. Hayır, 7-8 hattımı Turkcell'den diğer operatöre taşımak istiyorum. Cayma bedeli çıkmakta, 'bugün yarın' diyerek mağdur etmekteler ama kimse iletişime geçmiyor. 3-4 tane bildirim oluşturdular, son aradığımı baz alarak 96 saat çözüm süreci varmış ama 15 gün oyaladılar. 'Sizi arayacaklar' diyerek telefonu kapatıyorlar.
Cayma Bedeli;Turkcell Yıllık Taahhüdümü Yenilememi İstiyor Temsilci İstemiyor Mu?;Merhaba, Turkcell'de aktif olarak '1 Yıl taahhütlü' olarak aldığım ve 25 Aralık'ta sona erecek üç hattım bulunmakta. Detaylı incelendiğinde, mevcut tarifemdeki dakika, internet ve SMS'lerin pek kullanılmadığı ve düzenli ödeme yapıldığı görülmektedir. Şikayetimin konusu ise, ekran görüntülerinden anlaşılacağı üzere, bana sunulan teklif. Eğer tekrar bu hatlara yenileme yapıp yıllık taahhüt verirsem '10 GB + 1000 dakika + ve 250 SMS 120 TL / yıllık' olarak teklif sunduğunuz Mega 10 Tarifesi! 22 Aralık 12:34'te arayan bayan müşteri temsilciniz, taahhüt vermem durumunda bu paketin taahhütlü olarak onaylanacağını teyit etti. Taahhüdüm bitmesine iki gün kala şimdi geçersem herhangi bir fark yansıyıp yansımayacağını sorduğumda, her hat başına 54 TL'lik cayma bedeli - iptal ücreti neyse - yeni ayda 120 TL bu paketlerin üstüne ilave edileceğini belirtti. Ben de bu teklifi zaten görüyor ve biliyorum, son gün kendim uygulamadan yaparım, boşu boşuna üç hattım için 54 TL'lik farkları vermem mantıksız ve saçma olur dedim. 'Peki' diyerek telefonu kapattık. Sonra ne olduysa, bu bayan mı iptal etti ne yaptıysa, aynı gün uygulamadan kontrol sağladığımda, bana tanımlı olan ve ekran görüntüsünü eklediğim bu tarife ve teklifin, bu bayanla görüşme sonrası yok olduğunu gördüm! Fiyatı yüksek ve herkese sunulan normal tekliflerle karşılaştım. Açıkça belirtmek isterim ki, Turkcell kalitesine güvenerek üç hat aldım, kenarda duruyor ve düzenli ödeme yapan biri olarak, bana sundukları 120 TL'lik teklif sanki hiç olmamış gibi ya da hayal ürünü gibi yok sayılarak, alakasız tekliflerle karşıma çıkarsa Ticaret Bakanlığı'na ve genel merkezlerine durumu şikayet edeceğim ve maalesef başka operatörlere taşıma yapmam kaçınılmaz olacaktır. İvedilikle yetkili ve bu sorunu çözecek ya da çözemediğini belirtecek sorumlu kişilerden dönüş bekliyorum.
Cayma Bedeli;Turkcell Abonesine Sahip Çıkmıyor!;Bir ay önce hastanede nöbet tutarken 0850'li numaralardan arayıp cep telefon hattımın sözleşmesinin dolduğunu söylediler. Benimle ilgili birçok bilgi ellerinde olduğu için inandım. Telefon firmalarının artık aynı altyapıyı kullandıkları ve istediğim operatöre taşıyabileceğim söylenmişti. Hattımı Turkcell'den Türk Telekom'a taşıdım. Ertesi gün nöbetten çıktığımda, bir gün sonra Turkcell bayisine gidip durumu anlattım. Oradakiler sözleşmemin henüz bitmediğini ve kandırıldığımı ifade ettiler. Numaramı hemen Turkcell'e geri taşıdım. Şimdi Aralık ayı faturasına 800 TL cayma bedeli yansıtılmış. Turkcell müşteri hizmetlerini aradığımda yapabilecekleri bir şey olmadığını belirttiler. Hem kandırıldım hem de maddi olarak mağdur edildim.
Cayma Bedeli;Turkcell Çekmeyen Şebeke Sinyal Dışı;Turkcell'e kayıtlı iki hattım var ve bulunduğum evde çekmiyor, şebeke dışı gösteriyor. İlgili itirazımı yaptım, ancak 'sinyal yok' talebinize olumlu cevap verilemiyor şeklinde bir SMS aldım. Çekmeyen bir hatta boş yere para ödemek istemiyorum. Cayma hakkımı kullanmak istiyorum fakat cayma bedeli ödemek istemiyorum. Madem hattınız çekmiyor, baştan konum sorunu olduğunu belirtmelisiniz. Kullanmadığım bir hatta para ödemek istemiyorum. Sorun çözülmezse Tüketici Mahkemesi'ne başvuracağım ve gerekli bütün davaları açacağım.
Cayma Bedeli;Turkcell Lifebox İstemediğim Halde Sözleşme Yapıldı;"Turkcell paket kampanyam sona ereceği için aradılar ve paketi yeniledim. Telefonda bana Lifebox uygulamasından ve ücretinden bahsetmediler; ancak her ay 15 TL kesinti yapılmış. Bu uygulamayı kullanmadım. İptal etmek için aradığımda, istemediğimi belirtmeme rağmen 'siz istemişsinizdir' denildi ve 47,97 TL cayma bedeli kesildi. İstemediğim bir hizmet için ödemeye zorlanıyorum. Mesele para olmasa da, insanları bu şekilde mağdur etmeniz doğru değil. Kusura bakmayın, ama bu durum size yakışmıyor."
Cayma Bedeli;Turkcell Mobil Hattın Taahhüt Yenilenmesi Yüksek Fiyatlandırma;Turkcell mobil hattımın taahhüt süresi üç gün sonra bitmek üzere. Taahhüdümün yenilenmesi için. Şu an ödediğim fiyatın neredeyse 2'5 kat oranında bir fiyat verdiler. Bunu kabul etmeyeceğimi başka bir operatöre geçiş yapmak istediğimi söyledim. Ayrıca Turkcell'de iki telefon hattım var. Bir de abone olduğum TV+ Plus üyeliğimi sonlandırmak istedim. Fakat bu da yıllık olduğu için cayma bedeli olacağını söylediler. Ben bunun aylık olduğunu istediğin zaman iptal edilebileceğini sanıyordum. Değilmiş evet ülkemizde her şeyin fiyatı yükselmek fakat biz çalışanlar maaşlarımıza bu kadar zam alabiliyor muyuz.
Cayma Bedeli;Turkcell Müşteri Hizmetleri Yüzünden Cayma Bedeli Ödemem;"Bundan yaklaşık 2 ay önce Turkcell tarafından arandım paket taahhüdümün yakında biteceğini ekstra faturalar ödememek için yeni bir paket yapacağımızı söyledi görevli arkadaş ben de kendisine madem öyle operatörümü değiştireceğimi söyledim. Ben ona taahhüt süremin dolduğunu düşünerek görevli arkadaşın sözüne binaen gidip operatörümü değiştirdim. 
Bana 1000 küsur tl cayma bedeli yansıtıldı. Ben de müşteri hizmetlerine görüşme kaydının incelenmesini söyledim ve bana böyle bir kayıt bulunamadığını söylediler 1 aylık kaydı inceleyip. Ben de tekrar aradım ve gerekirse 2 aylık kaydın incelenmesini bir görevlinin eksik ifadesi yüzünden cayma bedeli ödememin doğru olmadığını ifade ettim. Bu sorunumun çözülmesini istiyorum."
Cayma Bedeli;Turkcell Şebeke Çekmiyor Ve Yardımcı Olmuyorlar;"Hatay Erzin Başlamış Mahallesi'nde ikamet ediyorum. Şebeke sorunum olduğunu kaç defa arayarak ve söyleyerek bildirdim; ancak bana sadece bir kere dönüş yapıldı. Mesaj yoluyla, yani dönem içerisinde bakılacağını iletiler ve sorduğumda bu dönemin ne zaman, hangi tarihte olacağını sordum. Altı kez oldu ve bugün aradığımda tarih olarak belirsiz bir zaman söylediler; '1 yılda veya 10 yılda olabilir' dediler. Şu anda internetimi 3G üzerinden kullanıyorum ve bu da sıkıntı yaratıyor. Cayma bedeli olarak 900 TL civarında bir ücret talep edildiğini öğrendiğimde caymak istediğimi belirttim ve bu durumdan ötürü çok rahatsızım."
